course_id,course_text,KA_label
Pervasive and Ubiquitous Computing ,"The aim of the class will be to explore the area of Ubiquitous Computing (ubicomp) and allow students to work on a variety of small technology projects.  Students will be exposed to the basics of building ubicomp systems, emerging new research topics, and advanced prototyping techniques.  This course will focus more on class discussions and hands on demonstrations, while formal lectures will be conducted only as needed.  Students will be evaluated on their class participation, reading summaries, and mini projects.",HCI
Law of Computer Technology ,"The Law of Computer Technology  A survey of how legislatures and courts cope with rapidly advancing computer technologies and how scientific information is presented to, and evaluated by, civil authorities.  The course is also an introduction to the legal process generally and the interaction between the legal system and technology organizations.  Topics include: patents, copyrights in a networked world, law of the Internet, free speech, data security, technology regulation, international law, and transborder crime.  Open to juniors, seniors and graduate students in any school.  Open to sophomores by permission of the instructor.  Prerequisites: none.","IS
IAS
SP"
"Privacy Policy, Technology and Law ","This course focuses on policy issues related to privacy from the perspectives of governments, organizations, and individuals. We will begin with a historical and philosophical study of privacy and then explore recent public policy issues. We will examine the privacy protections provided by laws and regulations, as well as the way technology can be used to protect privacy. We will emphasize technology-related privacy concerns and mitigation, for example: social networks, smartphones, behavioral advertising (and tools to prevent targeted advertising and tracking), anonymous communication systems, big data, and drones.  This is part of a series of courses offered as part of the MSIT-Privacy Engineering masters program. These courses may be taken in any order or simultaneously. Foundations of Privacy (Fall semester) offers more in-depth coverage of technologies and algorithms used to reason about and protect privacy. Engineering Privacy in Software (Spring semester) focuses on the methods and tools needed to design systems for privacy.  This course is intended primarily for graduate students and advanced undergraduate students with some technical background. Programming skills are not required. 8-733, 19-608, and 95-818 are 12-unit courses for PhD students. Students enrolled under these course numbers will have extra assignments and will be expected to do a project suitable for publication. 8-533 is a 9-unit course for undergraduate students. Masters students may register for any of the course numbers permitted by their program. This course will include a lot of reading, writing, and class discussion. Students will be able to tailor their assignments to their skills and interests. However, all students will be expected to do some writing and some technical work.",SP
Hardware and Software Systems for Smart Homes and Buildings ,"Smart automation in the home and buildings hold tremendous promise to enhance the quality of our lives and improving energy efficiency. In this course we will take a hand on approach towards building hardware and software systems within the context of these emerging smart homes and smart building domains. You will learn about embedded systems and how to choose the appropriate one for different smart home projects, including understanding the advantages and limitations of such platforms. You will learn about sensors and how to interface them with the real world to be able to get useful and actionable data. You will learn about designing systems from ground up, including schematic and PCB layouts. You will learn about different radio technologies, so that you can build a network of sensors that can communicate with each other. You will also learn about storing the sensor data for visualization, analysis and presentation both locally and to the cloud. The course will comprise of hands on exercises, which build upon each other as the course progresses through the semester. We will likely use an embedded platform such as the Rasberry PI or the BeagleBone Black (cost between $75 and $100) and each student will be expected to buy one of these platforms to use throughout the semester. From time to time we will also discuss latest research papers and case studies on topics related to smart home and buildings, with the focus towards deployed systems. The course grade will be computed based on the homework and mini-project assignments, class presentations and a semester long course project. It is expected that students will have some programming background, are excited to take on hands on projects, and want to learn how to build end to end systems for smart homes. As a side effect, perhaps some of your ideas will lead to the next NEST (sold for $3.2B in 2014!).",SP
Java for Application Programmers ,"This course provides an intensive exploration of computer programming in the Java Language for Masters students who have had some prior, but perhaps limited, programming experience in Java or in some other programming language. The course starts with a review of the fundamental topics of programming in Java (data types, operators, control structures) along with discussions of object oriented programming (classes, instances, and class hierarchies). After covering the basics we move on using Java to cover simple graphical user interfaces (using Swing), file I/O, concurrency (i.e., threads), network I/O (HTTP), simple data structures (lists and maps).  Students are required to have a reasonably modern laptop computer on which they will need to install the Java software used for this course.","PL
SDF
SE"
J2EE Web Application Development ,"This course will introduce concepts in programming web application servers. We will study of the fundamental architectural elements of programming web sites that produce content dynamically. We will be demonstrating the course using Java Servlets and Java Server Pages.  We will also cover the related topics as necessary so that students may build significant applications. Such topics are expected to include: HTML, CSS, HTTP, Relational and Non-Relational Databases, Object-Relation Mapping Tools, Security Issues, AJAX, and Cloud Deployment.  Students are required to be familiar with Java Programming before taking this course.  Those who are not are encouraged to take 08-671 in mini 1 before taking this course.  Students are required to have a reasonably modern laptop computer on which they need to install the Java software used for this course.","SDF
HCI"
Social Software Engineering ,"Today, socialness appears to be of great significance and under constant scrutiny in the domain of software, where it is both fostered and leveraged. As it relates to various aspects of software and how software is build - from people, products and processes, to technologies, tools and trade and even more - understanding social and human aspects of software engineering is essential.  This course will pull together relevant literature from multiple domains to better understand the various social and human aspects of software engineering. To that end, we will explore both: the social aspects of software engineering and the engineering aspects of social software.  The course will work from an initial set of topics and readings, but it is expected that both will evolve as the course progresses.  The topics could span several dimensions of software engineering such as(but not limited to) the following:  * Social software and social-ness of software * SDLC phases (requirements, design, development, testing &amp; further) * Processes (personal, team, management etc) * Methods &amp; models (development and use of software) * Measurement (frameworks, models and metrics) * Environment (development and operation/use, tools / technologies / contexts) * Creation and dissemination of knowledge * Innovation * Role of users (involvement and evolving expertise) * Standards, regulation and governance * Case studies",SE
"Privacy Policy,Technology and Law ","This course focuses on policy issues related to privacy from the perspectives of governments, organizations, and individuals. We will begin with a historical and philosophical study of privacy and then explore recent public policy issues. We will examine the privacy protections provided by laws and regulations, as well as the way technology can be used to protect privacy. We will emphasize technology-related privacy concerns and mitigation, for example: social networks, smartphones, behavioral advertising (and tools to prevent targeted advertising and tracking), anonymous communication systems, big data, and drones.  This is part of a series of courses offered as part of the MSIT-Privacy Engineering masters program. These courses may be taken in any order or simultaneously. Foundations of Privacy (Fall semester) offers more in-depth coverage of technologies and algorithms used to reason about and protect privacy. Engineering Privacy in Software (Spring semester) focuses on the methods and tools needed to design systems for privacy.  This course is intended primarily for graduate students and advanced undergraduate students with some technical background. Programming skills are not required. 8-733, 19-608, and 95-818 are 12-unit courses for PhD students. Students enrolled under these course numbers will have extra assignments and will be expected to do a project suitable for publication. 8-533 is a 9-unit course for undergraduate students. Masters students may register for any of the course numbers permitted by their program. This course will include a lot of reading, writing, and class discussion. Students will be able to tailor their assignments to their skills and interests. However, all students will be expected to do some writing and some technical work.",SP
Mobile and IoT Computing Services ,"With over 6 billion mobile phone users worldwide, including well over a billion smart phone users, new wireless and pervasive computing applications and services are changing the way enterprises interact with customers and employees. The explosion in smart phone ownership along with the deployment of 4G networks is leading to a slew of new mobile apps and services. They range from mobile commerce services to wireless enterprise apps and mobile social networking apps, all the way to more futuristic pervasive computing scenarios where phones interact with a number of other everyday objects (e.g. smart homes, smart cars, smart glasses, health/fitness sensors).  These apps and services are emerging as part of an increasingly rich ecosystem where context awareness and intelligent predictive technologies are used to offer increasingly personalized experiences to users. This same ecosystem has emerged as the engine behind increasingly targeted marketing and advertising scenarios that also raise challenging privacy issues.  The course objective is to introduce participants to the technologies, services and business models associated with Mobile and Pervasive Commerce. It also provides an overview of future trends and ongoing research.  You will learn to evaluate critical design tradeoffs associated with different mobile technologies, architectures, interfaces and business models and how they impact the usability, security, privacy and commercial viability of mobile and pervasive computing services and apps. Topics include Mobile Communications, Mobile OS, Mobile Web technologies 颅 including app development, Mobile Security, Mobile Payments, Mobile Web Apps and Services (e.g. Mobile Entertainment, Mobile Banking, Mobile, Mobile Social Networking, Mobile Health, etc.), Location-Based Services, RFID, Mobile Enterprise Apps, Pervasive Computing Applications, Context awareness, intelligent assistant technologies, and privacy.",HCI
Dynamic Network Analysis ,"Who knows who?  Who knows what?  Who communicates with whom? Who is influential?  How do ideas, diseases, and technologies propagate through groups?  How do social media, social, knowledge, and technology networks differ? How do these networks evolve?  How do network constrain and enable behavior? How can a network be compromised or made resilient? Such questions can be addressed using Network Science.  Network Science, a.k.a. social network analysis and link analysis, is a fast-growing interdisciplinary field aimed at understanding simple &amp; high dimensional networks, from both a static and a dynamic perspective.  Across an unlimited application space, graph theoretic, statistical, &amp; simulation methodologies are used.  An interdisciplinary perspective on network science is provided, with an emphasis on high-dimensional dynamic data. The fundamentals of network science, methods, theories, metrics &amp; confidence estimation, constraints on data collection &amp; bias, and key research findings &amp; challenges are examined.  Illustrative networks discussed include social media based (e.g., twitter), disaster response, organizational, semantic, political elite, crises, terror, &amp; P2P networks.  Critical procedures covered include: basic centralities and metrics, group and community detection, link inference, network change detection, comparative analytics, and big data techniques.  Applications from business, science, art, medicine, forensics, social media &amp; numerous other areas are explored. Key issues addressed: Conceptualization, measurement, comparison &amp; evaluation of networks.  Identification of influential nodes and hidden groups. Network emergence, evolution, change &amp; destabilization.    Graduate course taught every other year.    Prerequisite: Undergraduate-level statistics course or instructor permission. Linear algebra is recommended. Students are encouraged to bring &amp; use their own data, or to use provided data.",NC
Engineering Privacy in Software ,"This section is for Ph.D. students; all other students should enroll in 08-605. Privacy harms that involve personal data can often be traced back to software design failures, which can be prevented through sound engineering practices. In this course, students will learn how to identify privacy threats due to surveillance activities that enhance modern information systems, including location tracking, behavioral profiling, recommender systems, and social networking. Students will learn to analyze systems to identify the core operating principles and technical means that introduce privacy threats, and they will learn to evaluate and mitigate privacy risks to individuals by investigating system design alternatives. Strategies to mitigating privacy risk will be based on emerging standards and reliable privacy preference data. Students will have the opportunity to study web-, mobile- and cyber-physical systems across a range of domains, including advertising, healthcare, law enforcement and social networking. In addition, students will know how, and when, to interface with relevant stakeholders, including legal, marketing and other developers in order to align software design with privacy policy and law.",SP
Machine Learning in Practice ,"Machine Learning is concerned with computer programs that enable the behavior of a computer to be learned from examples or experience rather than dictated through rules written by hand.  It has practical value in many application areas of computer science such as on-line communities and digital libraries.  This class is meant to teach the practical side of machine learning for applications, such as mining newsgroup data or building adaptive user interfaces.  The emphasis will be on learning the process of applying machine learning effectively to a variety of problems rather than emphasizing an understanding of the theory behind what makes machine learning work.  This course does not assume any prior exposure to machine learning theory or practice. In the first 2/3 of the course, we will cover a wide range of learning algorithms that can be applied to a variety of problems.  In particular, we will cover topics such as decision trees, rule based classification, support vector machines, Bayesian networks, and clustering. In the final third of the class, we will go into more depth on one application area, namely the application of machine learning to problems involving text processing, such as information retrieval or text categorization.",IS
An Introduction to Knowledge-Based Deep Learning and Socratic Coaches ,"The subject of this course will be deep learning, one of the most dynamic and exciting emerging areas of computer science.  Deep learning deals with and is conquering the problems resulting from the enormous quantity of data that now surrounds us.  Furthermore, the course will explore knowledge-based deep learning, a new methodology invented by the instructor that offers many potential advantages over conventional deep learning. This is a learn-by-doing, team-project based course, which will be divided into four phases.  In phase one, each student will read and present a number of papers describing state-of-the-art deep learning systems and successful applications.  In phase two, each team will implement the system described in one of the papers.  In phase three, each team will scale that implementation to one of the large benchmark datasets.  In phase four, each team will do a special research project implementing a knowledge-based deep learning system based on pending patent applications of Professor Baker. As a potential follow-on for successful projects, students may participate in a summer course on entrepreneurial applications of deep learning or work as interns in a bootstrap startup based on the knowledge-based deep learning projects. Prerequisite: Strong quantitative aptitude, programming skill, ability to quickly absorb new ideas, teamwork skills.",IS
Natural Language Processing ,"This course is about a variety of ways to represent human languages (like English and Chinese) as computational systems, and how to exploit those representations to write programs that do neat stuff with text and speech data, like translation, summarization, extracting information, question answering, natural interfaces to databases, and conversational agents. This field is called Natural Language Processing or Computational Linguistics, and it is extremely multidisciplinary. This course will therefore include some ideas central to Machine Learning and to Linguistics.  We'll cover computational treatments of words, sounds, sentences, meanings, and conversations. We'll see how probabilities and real-world text data can help. We'll see how different levels interact in state-of-the-art approaches to applications like translation and information extraction.  From a software engineering perspective, there will be an emphasis on rapid prototyping, a useful skill in many other areas of Computer Science.","AL
IAS
NC
PL
SE"
Machine Learning for Text Mining ,"This course provides a comprehensive introduction to the theory and implementation of algorithms for organizing and searching large text collections. The first half of the course studies text search engines for enterprise and Web environments; the open-source Indri search engine is used as a working example. The second half studies text mining techniques such as clustering, categorization, and information extraction. Programming assignments give hands-on experience with document ranking algorithms, categorizing documents into browsing hierarchies, and related topics.","DS
PL
SDF"
Speech Processing ,"Speech Processing offers a practical and theoretical understanding of how human speech can be processed by computers. It covers speech recognition, speech synthesis and spoken dialog systems. The course involves practicals where the student will build working speech recognition systems, build their own synthetic voice and build a complete telephone spoken dialog system. This work will be based on existing toolkits. Details of algorithms, techniques and limitations of state of the art speech systems will also be presented. This course is designed for students wishing understand how to process real data for real applications, applying statistical and machine learning techniques as well as working with limitations in the technology.",SP
Language and Statistics ,"Language technologies (search, text mining, information retrieval, speech recognition, machine translation, question answering, biological sequence analysis...) are at the forefront of this century's information revolution.  In addition to their use of machine learning, these technologies rely centrally on classic statistical estimation techniques.   Yet most CS and engineering undergraduate programs do not prepare students in this area beyond an introductory prob&amp;stats course.  This course is designed to plug this hole.  The goal of 'Language and Statistics' is to ground the data-driven techniques used in language technologies in sound statistical methodology.   We start by formulating various language technology problems in both an information theoretic framework (the source-channel paradigm) and a Bayesian framework (the Bayes classifier).  We then discuss the statistical properties of words, sentences, documents and whole languages, and the computational formalisms used to represent language.  These discussions naturally lead to specific concepts in statistical estimation.  Topics include: Zipf's distribution and type-token curves; point estimators, Maximum Likelihood estimation, bias and variance, sparseness, smoothing and clustering; interpolation, shrinkage, and backoff; entropy, cross entropy and mutual information;  decision tree models applied to language; latent variable models and the EM algorithm; hidden Markov models; exponential models and maximum entropy; semantic modeling and dimensionality reduction; probabilistic context-free grammars and syntactic language models.  The course is designed for LTI &amp; SCS graduate students, but others are welcome.  CS UG upperclassmen who've taken it have done well, though they found it challenging.  The 11-661 version does not require the course project.  Prerequisites: Strong quantitative aptitude.  Comfort with basic UG-level probability.  Some programming skill.",IS
Algorithms for NLP ,"Algorithms for NLP is an introductory graduate-level course on the computational properties of natural languages and the fundamental algorithms for processing natural languages. The course will provide an in-depth presentation of the major algorithms used in NLP, including Lexical, Morphological, Syntactic and Semantic analysis, with the primary focus on parsing algorithms and their analysis.","PL
SDF
AL
IS"
Graduate Seminar on Dialog Processing ,"Dialog systems and processes are becoming an increasingly vital area of interest both in research and in practical applications. The purpose of this course will be to examine, in a structured way, the literature in this area as well as learn about ongoing work.  The course will cover traditional approaches to the problem, as exemplified by the work of Grosz and Sidner, as well as more recent work in dialog, discourse and evaluation, including statistical approaches to problems in the field. We will select several papers on a particular topic to read each week. While everyone will do all readings, a presenter will be assigned to overview the paper and lead the discussion. On occasion, a researcher may be invited to present their own work in detail and discuss it with the group. A student or researcher taking part in the seminar will come away with a solid knowledge of classic work on dialog, as well as familiarity with ongoing trends.",DS
Grammar Formalisms ,"The goal of this course is to familiarize students with grammar formalisms that are commonly used for research in computational lingusitics, language technologies, and lingusitics. We hope to have students from a variety disciplines (linguistics, computer science, psychology, modern languages, philosophy) in order to cover a broad perspective in class discussions. Comparison of formalisms will lead to a deeper understanding of human language and natural language processing algorithms. The formalisms will include: Head Driven Phrase Structure Grammar, Lexical Functional Grammar, Tree Adjoining Grammar and Categorial Grammar. If time permits, we will cover Penn Treebank, dependency grammar, and Construction Grammar. We will cover the treatment of basic syntactic and semantic phenomena in each formalism, and will also discuss algorithms for parsing and generating sentences for each formalism. If time permits, we may discuss formal language theory and generative capacity.     The course is taught jointly by the following faculty of the Language Technologies Institute:     Alan Black  Alon Lavie  Lori Levin (main coordinator)",CN
Machine Translation and Sequence-to-Sequence Models ,"Instructors: Graham Neubig.  Prerequisites: This course has no official pre-requisites, although 11-711 'Algorithms for NLP' or 10-701 'Machine Learning' would be helpful. Course Description:  Machine Translation and Sequence-to-Sequence Models is an introductory graduate-level course surveying the primary approaches and methods for developing systems to translate between human languages, or other sequential data.  The main objective of the course is to obtain basic understanding and implementation skills for modern methods for MT and sequence transduction, including how to design models, how to learn the model parameters, how to search for the best output, and how to create training data. The course will focus on machine translation, but also briefly cover tasks such as dialog response generation, image caption generation, and others.",AR
Machine Learning for Text Mining ,"This course studies the theory, design, and implementation of text-based information systems. The Information Retrieval core components of the course include statistical characteristics of text, representation of information needs and documents, several important retrieval models (Boolean, vector space, probabilistic, inference net, language modeling), clustering algorithms, automatic text categorization, and experimental evaluation. The software architecture components include design and implementation of high-capacity text retrieval and text filtering systems. A variety of current research topics are also covered, including cross-lingual retrieval, document summarization, machine learning, topic detection and tracking, and multi-media retrieval.      Prerequisites:      Programming and data-structures at the level of 15-212 or higher.  Algorithms comparable to the undergraduate CS algorithms course (15-451) or higher.  Basic linear algebra (21-241 or 21-341).   Basic statistics (36-202) or higher.",AL
Speech Recognition and Understanding ,"The technology to allow humans to communicate by speech with machines or by which machines can understand when humans communicate with each other is rapidly maturing. This course provides an introduction to the theoretical tools as well as the experimental practice that has made the field what it is today. We will cover theoretical foundations, essential algorithms, major approaches, experimental strategies and current state-of-the-art systems and will introduce the participants to ongoing work in representation, algorithms and interface design. This course is suitable for graduate students with some background in computer science and electrical engineering, as well as for advanced undergraduates. Prerequisites: Sound mathematical background, knowledge of basic statistics, good computing skills. No prior experience with speech recognition is necessary. This course is primarily for graduate students in LTI, CS, Robotics, ECE, Psychology, or Computational Linguistics. Others by prior permission of instructor.",SP
Language and Statistics II ,"This course will cover modern empirical methods in natural language processing. It is designed for language technologies  students who want to understand statistical methodology in the language domain, and for machine learning students who want to know about current problems and solutions in text processing. Students will, upon completion, understand how statistical modeling and learning can be applied to text, be able to develop and apply new statistical models for problems in their own research, and be able to critically read papers from the major related conferences (EMNLP and ACL). A recurring theme will be the tradeoffs between computational cost, mathematical elegance, and applicability to real problems. The course will be organized around methods, with concrete tasks introduced throughout.    The course is designed for SCS graduate students. Prerequisite: Language and Statistics (11-761) or permission of the instructor. Recommended: Algorithms for Natural Language Processing (11-711), Machine Learning (15-681, 15-781, or 11-746).",SP
Intelligent Information Systems Project ,"The Software Engineering for IS sequence combines classroom material and assignments in the fundamentals of software engineering (11-791) with a self-paced, faculty-supervised directed project (11-792). The two courses cover all elements of project design, implementation, evaluation, and  documentation. Students may elect to take only 11-791; however, if both parts are taken, they should be taken in proper sequence. Prerequisite: 11-791. The course is required for VLIS students.",SE
Introduction to Machine Learning (Undergrad) ,"Machine learning is subfield of computer science with the goal of exploring, studying, and developing learning systems, methods, and algorithms that can improve their performance with learning from data. This course is designed to give undergraduate students a one-semester-long introduction to the main principles, algorithms, and applications of machine learning.   Topics. The topics of this course will be in part parallel with those covered in the graduate machine learning courses (10-715, 10-701, 10-601), but with a greater emphasis on applications and case studies in machine learning.  After completing the course, students will be able to:  *select and apply an appropriate supervised learning algorithm for classification problems (e.g., naive Bayes, perceptron, support vector machine, logistic regression).   *select and apply an appropriate supervised learning algorithm for regression problems (e.g., linear regression, ridge regression).  *recognize different types of unsupervised learning problems, and select and apply appropriate algorithms (e.g., clustering, linear and nonlinear dimensionality reduction).   *work with probabilities (Bayes rule, conditioning, expectations, independence), linear algebra (vector and matrix operations, eigenvectors, SVD), and calculus (gradients, Jacobians) to derive machine learning methods such as linear regression, naive Bayes, and principal components analysis.   *understand machine learning principles such as model selection, overfitting, and underfitting, and techniques such as cross-validation and regularization.   *implement machine learning algorithms such as logistic regression via stochastic gradient descent, linear regression (using a linear algebra toolbox), perceptron, or k-means clustering.   *run appropriate supervised and unsupervised learning algorithms on real and synthetic data sets and interpret the results.",AL
Introduction to Machine Learning (Master's) ,"Machine Learning (ML) develops computer programs that automatically  improve their performance through experience.   This includes learning  many types of tasks based on many types of experience, e.g. spotting  high-risk medical patients, recognizing speech, classifying text  documents, detecting credit card fraud, or driving autonomous vehicles.   10601 covers all or most of: concept learning, decision  trees, neural networks, linear learning, active learning,  estimation &amp; the bias-variance tradeoff, hypothesis testing, Bayesian  learning, the MDL principle, the Gibbs classifier, Naive Bayes, Bayes  Nets &amp; Graphical Models, the EM algorithm, Hidden Markov Models,  K-Nearest-Neighbors and nonparametric learning, reinforcement learning,  bagging, boosting and discriminative training.   Grading will be based on weekly or biweekly assignments (written and/or  programming), a midterm, a final exam, and possibly a project (details  may vary depending on the section).  10601 is recommended for CS Seniors  &amp; Juniors, quantitative Masters students, &amp; non-MLD PhD students.     Prerequisites (strictly enforced): strong quantitative aptitude, college  prob&amp;stats course, and programming proficiency.  For learning to apply  ML practically &amp; effectively, without the above prerequisites, consider  11344/05834 instead. If you are unsure whether you have sufficient mathematical background to do well in this course, you should consider taking the minis 10-606/10-607 Mathematical Background for Machine Learning.   You can evaluate your ability to take the course  via a self-assessment exam at:  https://qna-app.appspot.com/view.html?aglzfnFuYS1hcHByGQsSDFF1ZXN0aW9uTGlzdBiAgICgpO-KCgw ML course comparison: https://goo.gl/mmR2eL",IS
Machine Learning with Large Datasets ,"Large datasets are difficult to work with for several reasons. They are difficult to visualize, and it is difficult to understand what sort of errors and biases are present in them. They are computationally expensive to process, and often the cost of learning is hard to predict - for instance, and algorithm that runs quickly in a dataset that fits in memory may be exorbitantly expensive when the dataset is too large for memory. Large datasets may also display qualitatively different behavior in terms of which learning methods produce the most accurate predictions.  This course is intended to provide a student practical knowledge of, and experience with, the issues involving large datasets. Among the issues considered are: scalable learning techniques, such as streaming machine learning techniques; parallel infrastructures such as map-reduce; practical techniques for reducing the memory requirements for learning methods, such as feature hashing and Bloom filters; and techniques for analysis of programs in terms of memory, disk usage, and (for parallel methods) communication complexity.  The class will include programming assignments, and a one-month short project chosen by the student. The project will be designed to compare the scalability of variant learning algorithms on datasets.  An introductory course in machine learning, like 10-601 or 10-701, is a prerequisite or a co-requisite. If you plan to take this course and 10-601 concurrently please tell the instructor.  The course will include several substantial programming assignments, so an additional prerequisite is 15-211, or 15-214, or comparable familiarity with Java and good programming skills.","AL
IS"
Mathematical Background for Machine Learning I ,"This course provides a place for students to practice the necessary mathematical background for further study in machine learning &#8212; particularly for taking 10-601 and 10-701. Topics covered include probability, linear algebra (inner product spaces, linear operators), multivariate differential calculus, optimization, and likelihood functions. The course assumes some background in each of the above, but will review and give practice in each. (It does not provide from-scratch coverage of all of the above, which would be impossible in a course of this length.) Some coding will be required: the course will provide practice with translating the above mathematical concepts into concrete programs. The Mathematical Background for Machine Learning sequence is split into two minis, with 10-606 being a prerequisite for 10-607.",IS
Mathematical Background for Machine Learning II ,"This course provides a place for students to practice the necessary mathematical background for further study in machine learning &#8212; particularly for taking 10-601 and 10-701. Topics covered include probability, linear algebra (inner product spaces, linear operators), multivariate differential calculus, optimization, and likelihood functions. The course assumes some background in each of the above, but will review and give practice in each. (It does not provide from-scratch coverage of all of the above, which would be impossible in a course of this length.) Some coding will be required: the course will provide practice with translating the above mathematical concepts into concrete programs. The Mathematical Background for Machine Learning sequence is split into two minis, with 10-606 being a prerequisite for 10-607.",IS
Introduction to Machine Learning (PhD) ,"Machine learning studies the question 'How can we build computer programs that automatically improve their performance through experience?'   This includes learning to perform many types of tasks based on many types of experience.  For example, it includes robots learning to better navigate based on experience gained by roaming their environments, medical decision aids that learn to predict which therapies work best for which diseases based on data mining of historical health records, and speech recognition systems that learn to better understand your speech based on experience listening to you.  This course is designed to give PhD students a thorough grounding in the methods, mathematics and algorithms needed to do research and applications in machine learning. Students entering the class with a pre-existing working knowledge of probability, statistics and algorithms will be at an advantage, but the class has been designed so that anyone with a strong numerate background can catch up and fully participate. You can evaluate your ability to take the course via a self-assessment exam that will be made available to you  after you register.  If you are interested in this topic, but are not a PhD student, or are a PhD student not specializing in machine learning, you might consider the master's level course on Machine Learning, 10-601.'  This class may be appropriate for MS and undergrad students who are interested in the theory and algorithms behind ML. If you are unsure whether you have sufficient mathematical background to do well in this course, you should consider taking the minis 10-606/10-607 Mathematical Background for Machine Learning.   You can evaluate your ability to take the course via a self-assessment exam at: https://goo.gl/mmR2eL",IS
Deep Reinforcement Learning &amp; Control ,"This course will cover latest advances in Reinforcement Learning and Control, such as, deep Q learning, actor-critic methods, learning and planning, concurrent trajectory optimization and policy learning, inverse reinforcement learning, hierarchical reinforcement learning methods, forward predictive models, deep model predictive control, exploration strategies, adaptive control, applications to deep robotic learning. By the end of the course you should be able to: 1) code up a suitable reinforcement learning method in simulation or on robotic platform for a task 2) identify what are easy and hard problems in RL and learning for robotics  The course will have a final project which will involve design of a reinforcement learning method in simulation or robotic platform. The homeworks will be in OpenAI gym. Pre-requisites: Students should have a basic background in algorithms, linear algebra, machine Learning, deep learning.",IS
Topics in Deep Learning ,"Building intelligent machines that are capable of extracting meaningful representations from high-dimensional data lies at the core of solving many AI related tasks. In the past few years, researchers across many different communities, from applied statistics to engineering, computer science and neuroscience, have developed deep (hierarchical) models &#8212; models that are composed of several layers of nonlinear processing. An important property of these models is that they can learn useful representations by re-using and combining intermediate concepts, allowing these models to be successfully applied in a wide variety of domains, including visual object recognition, information retrieval, natural language processing, and speech perception.  This is an advanced graduate course, designed for Master's and Ph.D. level students, and will assume a reasonable degree of mathematical maturity. The goal of this course is to introduce students to the recent and exciting developments of various deep learning methods. Some topics to be covered include: restricted Boltzmann machines (RBMs) and their multi-layer extensions Deep Belief Networks and Deep Boltzmann machines; sparse coding, autoencoders, variational autoencoders, convolutional neural networks, recurrent neural networks, generative adversarial networks, and attention-based models with applications in vision, NLP, and multimodal learning. We will also address mathematical issues, focusing on efficient large-scale optimization methods for inference and learning, as well as training density models with intractable partition functions.  Prerequisite: ML: 10-701 or 10-715, and strong programming skills.",IS
Advanced Introduction to Machine Learning ,"The rapid improvement of sensory techniques and processor speed, and the availability of inexpensive massive digital storage, have led to a growing demand for systems that can automatically comprehend and mine massive and complex data from diverse sources.  Machine Learning is becoming the primary mechanism by which information is extracted from Big Data, and a primary pillar that Artificial Intelligence is built upon.  This course is designed for Ph.D. students whose primary field of study is machine learning, or who intend to make machine learning methodological research a main focus of their thesis.  It will give students a thorough grounding in the algorithms, mathematics, theories, and insights needed to do in-depth research and applications in machine learning. The topics of this course will in part parallel those covered in the general graduate machine learning course (10-701), but with a greater emphasis on depth in theory and algorithms.   The course will also include additional advanced topics such as privacy in machine learning, interactive learning, reinforcement learning, online learning,  Bayesian nonparametrics, and additional material on graphical models.  Students entering the class are expected to have a pre-existing strong working knowledge of algorithms, linear algebra, probability, and statistics.  If you are interested in this topic, but do not have the required background or are not planning to work on a PhD thesis with machine learning as the main focus, you might consider the general graduate Machine Learning course (10-701) or the Masters-level Machine Learning course (10-601). ML course comparison: https://goo.gl/mmR2eL",IS
Foundations of Machine Learning and Data Science ,"This course will cover fundamental topics in Machine Learning and Data Science, including powerful algorithms with provable guarantees for making sense of and generalizing from large amounts of data.  The course will start by providing a basic arsenal of useful statistical and computational tools, including generalization guarantees, core algorithmic methods, and fundamental analysis models.  We will examine questions such as: Under what conditions can we hope to meaningfully generalize from limited data?  How can we best combine different kinds of information such as labeled and unlabeled data, leverage multiple related learning tasks, or leverage multiple types of features?  What can we prove about methods for summarizing and making sense of massive datasets, especially under limited memory?  We will also examine other important constraints and resources in data science including privacy, communication, and taking advantage of limited interaction.  In addressing these and related questions we will make connections to statistics, algorithms, linear algebra, complexity theory, information theory, optimization, game theory, and empirical machine learning research.  Topics to be covered will include: - Fundamental measures of complexity for generalization, including   VC-dimension and Rademacher complexity. - Core algorithmic tools including boosting, regularization, and   online optimization with connections to game theory. - Spectral methods, streaming algorithms and other approaches for   handling massive data. - Foundations and algorithms for addressing important constraints or   externalities such as privacy, limited memory, and communication   constraints. - Foundations for modern learning paradigms including semi-supervised   learning, never-ending learning, interactive learning, and deep   learning.",IS
