course_id,course_text,label,KA_label,,,
CSE 4223,"Three hours lecture. Concepts in software SEject management functions such as planning, organizing, staffing, directing and control, estimating, scheduling, monitoring, risk management, and use of tools.",,"SE
SE",,,
CSSE 371,"Basic concepts and principles of software SEuirements engineering, itstools and techniques, and methods for modeling software systems. Topics include SEuirementselicitation, SEtotyping, functional and non-functional SEuirements, object-oriented techniques, andSEuirements tracking.",,"SE
SE
SE
SE
SE",,,
CSSE 372,"Major issues and techniques of SEject management. SEject evaluation and selection, scope management, team building, stakeholder management, risk assessment, scheduling, SElity, rework, negotiation, and conflict management. SEfessional issues including career planning, lifelong learning, software engineering ethics, and the licensing and certification of software SEfessionals.",,"SE
SE
SE",,,
CSSE 373,"Introduction to the use of mathematical models of software systems for their specification and validation. Topics include finite state machine models, models of concurrent systems, verification of models, and limitations of these techniques.",,"SE
SE
SE
SE
IAS",,,
CSSE 374,"Introduction to the SEign of complete software systems, building on components and patterns.Topics include architectural principles and alternatives, SEign documentation, and relationships between levels of abstraction.",,"SE
SE
SE
SE",,,
CSSE 375,"Issues, methods and techniques associated with constructing software. Topics include detailed SEign methods and notations, implementation tools, coding standards and styles, peer review techniques, and maintenance issues.",,"SE
SDF
SE",,,
CSSE 376,"Theory and practice of determining whether a SEduct conforms to its specification and intended use. Topics include software SElity assurance methods, test plans and strategies, unit level and system level testing, software reliability, peer review methods, and configurationcontrol responsibilities in SElity assurance.",,"SE
SE",,,
CSSE 477,"This is a IASond course in the architecture and SEign of complete software systems, building on components and patterns. Topics include architectural principles and alternatives, SEign documentation, relationships between levels of abstraction, theory and practice of human interface SEign, creating systems which can evolve, choosing software sources and strategies, SEtotyping and documenting SEigns, and employing patterns for reuse. How to SEign systems which a team of developers can implement, and which will be successful in the real world.",,"SE
SE
SE
IAS",,,
SWE 3643,"This course shows how to define software SElity and how it is assessed through various testing techniques. Topics include review/inspection techniques for non-executable software, black-box and white-box testing techniques for executable software and test analysis. Specific test-case development techniques such as boundary value, equivalence class, control paths, and dataflow paths test are introduced. Different levels of testing such as functional, component, and system/regression tests are discussed with the concept of configuration management.",,"SE
SE
SE
SE",,,
IT Fundamentals,Introduces students to the academic discipline of IT. Pervasive IT themes; IT history; Organizational issues; Relationship of IT to other computing disciplines Pervasive themes in IT; Organizational issues; History of IT; IT and its Related and Informing Disciplines; Application Domains; Applications of Math and Statistics to IT,,"SF
SP
SDF",,,
Programming Fundamentals ,"Introduces students to the basics of programming, including data structures, programming constructs, object-oriented programming, algorithms and problem solving, event-driven programming, and recursion. Fundamental data structures and programming constructs; Object-oriented programming; Algorithms and problem solving; Event-driven programming; Recursion; Overview of programming languages",,"SDF
PL",,,
Computing Platforms ,"Principles of computer hardware and low-level software, including logic circuits, assembly language, I/O, storage, program execution;  Basics of computer operating systems, including configuration, file systems, security, administration, interfacing, multitasking, performance analysis Architecture and organization; Computing infrastructures; Operating systems",,"SF
SE
SP",,,
IT Systems,"Introduction to the basic components of IT systems, including networking, web systems, databases, scripting, system administration and maintenance, and system integration Foundations of networking; Database systems; Web technologies; Scripting techniques; Integrative coding; Applications; Integration; History of computing",,"SP
IM
PL
NC
SDF
SF
SE
SE
IM",,,
Web Systems,"Introduction to web technologies and systems, including hypertext, self-descriptive text, web page design, web navigational systems, database integration and digital media. Data administration; Database administration;  Scripting techniques; Integrative coding; Web technologies; Information architecture; Digital media; Web development; Vulnerabilities. Data administration; Database administration;  Scripting techniques; Integrative coding; Web technologies; Information architecture; Digital media; Web development; Vulnerabilities",,"IAS
IM
PL
IM",,,
Networking,"Builds a deeper understanding of how networks work, including the topics of LANs, WANs, service providers, packets, hubs, routers, switches, Internet protocols. Routing and switching; Physical layer; Security; Application Areas",,NC,,,
Databases,"Builds a deeper understanding of how databases work, including the topics of database theory and architecture, data modeling, normalization, query languages, security, and Web applications. Data organization and retrieval; Data modeling; Database query languages; Database systems; Information models and systems; Properties of data; Specification of data requirements; Data and database administration",,IM,,,
Human-Computer Interaction,"Introduction to the basic concepts of human-computer interaction, including human factors, performance analysis, cognitive processing, usability studies, environment, and training. Professional Communications",,SP,,,
Technical and Professional Communica-tions,"Introduction to written and oral technical and professional communication, including proposals, reports, presentations, formal papers. Professional Communications",,SP,,,
Information Assurance & Security,"Introduction to the concepts of data security, including policies, attacks, vulnerabilities, encryption, information states, and forensics. Security mechanisms; Fundamental aspects; Security services; Information states; Threat analysis model; Vulnerabilities; Attacks; Policy; Operational issues; Forensics; Security domains",,IAS,,,
IT Capstone I,"IT senior project-first semester, including project proposal, feasibility studies, intellectual property, teamwork, budgets, schedule management. Requirements; Acquisition/ sourcing; Integration; Project management; Architecture; Teamwork concepts and issues; Intellectual property; Organizational context",,"SE
SP",,,
IT Capstone II,"IT senior project-second semester, including teamwork, professional communications (reports and presentations), design implementation, testing. Testing and QA; Organizational context; Professional communications; Teamwork concepts and issues;",,"SE
SE
SP",,,
Professional Ethics,Covers all the areas of ethics in the computing profession. Professional and Ethical Issues and Responsibilities; Privacy and Civil Liberties,,SP,,,
IT Fundamentals,Introduces students to the academic discipline of IT as well as the general meaning of IT.,,"SF
SP",,,
Programming Fundamentals ,"Introduces students to the basics of programming.  Includes data structures, programming constructs, algorithms and problem-solving, object-oriented and event-driven programming, and recursion. ",,SDF,,,
Fundamentals of Networking,"Introduces students to the fundamentals of networks and networking in IT.  Includes routing, switching, physical layer, security, and application areas. ",,NC,,,
Fundamentals of Web Systems,"Introduces students to web systems and technologies.  Includes information architecture, digital media, web development and vulnerabilities of web systems.",,IM,,,
Technical and Professional Communication ,"Introduces teamwork concepts, group dynamics, leadership styles, technical writing and documentation, presentation development and delivery. ",,SP,,,
Fundamentals of Information Management ,"Introduces students to databases and information management.  Includes query languages, data organization architecture, data modeling, managing the database environment and special-purpose databases. ",,IM,,,
Fundamentals of Human Computer Interaction,"Introduces students to HCI.  Includes human factors, HCI aspects of application domains, human-centered evaluation, developing effective interfaces, accessibility, emerging technologies, human –centered software development ",,SP,,,
System Administration and Maintenance,"Introduces students to system administration and maintenance as well as platform technologies.  Includes operating systems, applications, administrative activities and domains, computer architecture and organization, and computing infrastructures.",,"SF
SE",,,
Integrative Programming ,"Introduces students to integrative programming.  Includes intersystems communication, data mapping and exchange, integrative coding, scripting techniques, software security and an overview of programming languages.",,PL,,,
Information Assurance and Security,"Introduces students to IAS.  Includes fundamental aspects, security mechanism, operational issues, policy, attacks, security domains, forensics, information states, security services, threat analysis and vulnerabilities. ",,IAS,,,
System Integration and Architecture,"Includes requirements analysis, acquisition, sourcing, integration, project management, testing and quality assurance, organizational context and architecture.",,SE,,,
Information Assurance and Security II,Provides a follow-up to IT380.  Includes advanced outcomes from IAS.,,IAS,,,
IT Capstone,"IT senior project including project proposal, feasibility studies, intellectual property, teamwork, budgets, schedule management; professional communications (reports and presentations), design implementation, testing.",,"SE
SP",,,
Social and Professional Issues in IT,"Includes professional communications, history of computing, social and organizational context of computing, Teamwork concepts and issues, intellectual property, legal issues, professional and ethical issues, privacy and civil liberties. ",,SP,,,
CIS 128,"Students learn the functionality of hardware and software components as well as suggested best practices in maintenance and safety issues. The students, through hands-on activities and labs, will learn to assemble and configure a computer, install operating systems and software, and troubleshoot hardware and software problems. In addition, an introduction to networking is included with this course. This course helps students prepare for CompTIA's A+ certification.",,"IM
OS
SE
IM",,,
CIS 129,"A study of the types of hardware available to add on to a basic microcomputer system, and which of these are compatible with a particular microcomputer. The course includes such hardware as memory, monitors, printers, modems and hard disks. Simple troubleshooting techniques also will be explained. Students experiment with various software and hardware components during labs.",,"IM
NC
SE
IM
SP
IM",,,
CIS 164,"This course focuses on the following: network terminology and protocols, Local Area Networks (LANs), Wide Area Networks (WANs), Open System Interconnection (OSI) models, cabling, cabling tools, routers, router programming, Ethernet, Internet Protocol (IP) addressing, network standards. This is the first of four courses leading to the Cisco Certified Network Associate (CCNA) certifications.",,"IM
NC
IM",,,
CIS 165,"This course focuses on the following: initial router configuration, Cisco IOS software management, routing protocol configuration, TCP/IP, and Access control lists (ACLs). Students will develop skills in configuring a router, managing Cisco IOS Software, configuring routing protocols, and creating access lists that control access to a router. The second of four courses leading to the Cisco Certified Network Associate CCNA) certification.",,"IM
NC
OS
SE
IM
SP
SP
IM",,,
CIS 181,Students create web sites using a current version of a graphical user interface (GUI) web authoring tool.,,"IM
IM
HCI
SDF
IM",,,
CIS 212,"The course helps learners to gain the knowledge and skills to install, configure, customize, optimize, and troubleshoot a desktop operating system in a stand-alone and network environment. Windows 7, Windows 8, and Linux and Mac OS are the current focus of the class. The purpose of this course is to offer all the critical information students need to successfully move into a role as an IT professional and support client computers in a business environment. Many hands-on exercises are included which allow students to practice skills as they are learned.",,"IM
HCI
NC
OS
SP",,,
CIS 215,"This course provides students with the knowledge and skills necessary to install and configure Microsoft Windows Server 2012 Enterprise and stand-alone and client computers that are part of a workgroup or domain. In addition, this course provides the skills and knowledge necessary to install and configure Linux server, and Mac OS X Server to create file, print, Web and terminal servers.",,"IM
IM
HCI
NC
SDF
OS
IM
SP
IM",,,
CIS 297,This provides the student with the opportunity to experience the world of work in conjunction with their program of study. Each semester hour of credit is equivalent to forty-five (45) contact hours. Prerequisite: Students through adviser approval will only be allowed to complete internship within the last two semesters of the degree plan.,,"IM
IM
NC
OS
SE
IM
SP
SP
IM",,,
CSCI 101,"Emphasis will be placed on the use of microcomputers in business. Focus will be placed on the hardware (computer components) and software (operating system, word processing, database, and spreadsheets programs) used in business.",,IM,,,
CSCI 122,Introduction to programming in the BASIC/Visual BASIC language.,,"IM
HCI
SDF
IM",,,
CSCI 133,"This course provides the student with an introduction to the structure and function of database systems, with emphasis on practical applications. Data structures, hierarchical relationships, sequential and indexed searching, updating and deleting records, and data security and recovery will be discussed. The students will use the select statement to query the database and produce the correct outcomes. Students will use functions, join multiple tables and create sub-queries.",,"IM
IM
HCI
NC
SDF
OS
IM
SP",,,
CSCI 160,"An introduction to computer science including problem-solving, algorithm development and structured programming in a high-level language. Emphasis on design, coding, testing and documentation of programs using accepted standards of style.",,"IM
HCI
SDF
OS
IM",,,
ENS 211,This course will teach students to use Geographical Information System software and Global Position System (GPS) technology. Students will learn to collect waypoints using GPS technology and will download the waypoint data onto GIS mapping software. Students will develop maps and enter attribute data to correspond to maps that are created. This course will serve as a thorough introduction to GIS software and GPS technology.,,"IM
HCI
IM
SP",,,
CIS 133J,"Covers design, implementation and testing software using Java. Introduces how to write Java programs that solve practical, real world, business-oriented problems using object-oriented design techniques.",,"SDF
IM",,,
CIS 233J,Covers the use of Java to access databases and files including XML. Includes creating collections and arrays and using inheritance in Java programs.,,"IM
SDF
IM",,,
CIS 234J,"Learn to use Java/J2EE to build scalable n-tiered web applications. Covers servlets, JSP, JDBC database connectivity, Enterprise JavaBeans, and SOAP Web Services Technologies. Learn advanced Apache Tomcat web server configuration including how to secure web resources, authenticate users and mask URLs.",,"IM
NC
SDF
IM",,,
AD 300,"This course focuses on object-oriented programming using Java with an emphasis in the creation and use of software components. It also presents other programming concepts such as reusability, the model-view-controller (MVC) design pattern, elementary data structures (linked lists, binary trees), recursion, and algorithmic analysis using Big-O notation. Prerequisite: Program entry.",,"IM
SDF",,,
AD 310,"An overview of tools, processes and practical approaches that support a software product's life cycle, from inception to obsolescence. Topics include: software project life-cycle management; team member roles; defining target customers; project tasks and timelines; responding to changing project requirements; dealing with limited time and resources; development paradigms such as waterfall and agile; quality documentation; and tools for source code management, automated unit testing and debugging. The course also covers legal and ethical issues as they relate to any part of the software product's life cycle; such as legal and ethical impacts of software failures; functionality and expandability limitation; and licensing and support agreements. Prerequisite: Program entry.",,"IM
IM
SDF
SDF",,,
AD 325,"Covers fundamental data strategies and their algorithms and applications in problem solving by programming. Includes linked lists, stacks, queues, priority queues, binary and multi-way trees, directed graphs, hashing, and internal and external sorting. Prerequisite: AD 300 Component Software.",,"SDF
SP",,,
AD 330,"This course presents strategies for effective communication in professional settings with an emphasis on the technology environment. Students apply best practices in formal and informal situations, for in-person and virtual communication. Best practices to support effective development team collaboration are examined and discussed in the context of various case studies. Students apply communication styles to specific situations and audiences. The course also examines technical and professional communication in light of the ethical considerations, as well as the intersection with legal issues, such as copyright fair use, and intellectual property. Prerequisite: Program entry.",,"HCI
SE
IM
SP",,,
AD 350,"Covers intermediate programming in a relational database. Provides an introduction to non-relational databases as used in Cloud Computing and Big Data. The RDMS topics include stored procedures, triggers, indexing and abstraction techniques, query construct efficiency. Compare and contrast RDMS to noSQL databases: uses, terminology, indexing, storage, compute consumption, ROI, reliability. Program entry.",,"IM
NC
OS",,,
AD 400,"This course provides a comprehensive overview of current processes, practices and tools used to manage software development projects. Using a combination of industry-relevant case studies and projects, students learn and apply best practices for planning, organizing, scheduling, and controlling software projects, and how to adapt strategies to specific project needs and constraints. Topics also include requirement identification and analysis, project documentation, and legal and licensing requirements. The course emphasizes legal and ethical issues that relate to all aspects of project management; such as issues relating to contractual agreements and licensing, resource acquisition and management, testing and deliverable, and customer support and management. Prerequisite: Completed at least one practicum.",,"IM
SDF
IM
SP
SP",,,
AD 420,"This course introduces students to the fundamentals of cloud computing, both in terms of software as a service (SaaS) and infrastructure as a service (IaaS). Students learn tools and strategies to build Web applications based on cloud services, integrate third party APIs and integrate big data tools such as predictive analytics. Students explore legal and ethical issues that are specific to the cloud computing environment, such as security, integrity and privacy of data; and continuity of service. Prerequisite: Web Apps and Data Structures.",,"IM
OS",,,
ICS 101,"ICS 101 provides hands-on computer instruction with an emphasis on producing professional-level documents, spreadsheets, presentations, databases, and Web pages for problem solving. This course includes concepts, terminology, and a contemporary operating system.",,"IM
HCI",,,
ITS 124,"ITS 124 provides students with an overview of essential networking concepts, terminology and skills. The course gives students a fundamental understanding of the technological, business and legal issues related to a networked organization. The course also introduces the student to security concepts such as cryptography, digital signatures, key management and authentication. Some students may opt to take the CompTIA Network+ exam upon the completion of ITS 124 because much of the CompTIA Network+ exam material is covered in class.",,"IM
NC",,,
ITS 128,"ITS 128 introduces students to the development of problem solving, logical and programming skills used in a business computing environment. Step-by-step logic is diagrammed into flowcharts and implemented in computer programs in a language deemed most appropriate for this course. Emphases are placed on valid solution designs and correct language syntax usage. Basic programming structures and concepts, common to all programming languages, are major components of this course.",,SDF,,,
ITS 129,"ITS 129 is an introduction to databases. The course covers the tools needed to query and modify database objects. The course also introduces the student to database design concepts. A substantial part of the course involves the understanding of the relationship between databases, tables, records and fields. The course includes hands-on use in a computer environment that provides the students with experience designing, creating, and manipulating a database using the appropriate information technology tools.",,"IM
HCI",,,
ITS 144,"ITS 144 provides PC operating system and hardware concepts and hands-on activities relating to the following topics: PC computer architecture, operating system theory, current PC operating systems, hard drive formatting and partitioning, operating system installation and upgrading, peripheral device drivers, network connectivity, resource sharing over a network, construction, installation, upgrading, troubleshooting, and maintenance of hardware and software components of microcomputer systems. Course will cover specification, selection, installation and configuration of hardware components including memory, floppy disk drives, microprocessors, hard drives, DVDs/CDs and DVD/CD-writers, video cards, NIC cards, sound cards, monitors and printers as related to a business environment.",,IM,,,
ITS 148,"ITS 148 is an introductory course in using the Visual Studio Integrated Development Environment (IDE) to provide viable computing solutions in a business environment. It is assumed that the student is familiar with computer programming. Applications with forms, controls, and code are developed in Visual Studio, using one of its programming languages deemed most appropriate for the course. Computer applications are executed, debugged and undergo tests of their validity. Introductory object oriented programming concepts are emphasized and realized through the creation of user defined classes and their properties and methods. Data validation and general procedure development are also components of this course.",,SDF,,,
ITS 149AD,"ITS 149AD is designed to give students a firm foundation in basic database administration. In this class, students learn how to install and maintain a database server. They will gain a conceptual understanding of database server architecture and how its components work and interact with one another. They will also learn how to create an operational database and properly manage the various structures in an effective and efficient manner including performance monitoring, database security, user management, and backup/recovery techniques.",,"IM
OS",,,
ITS 224,"ITS 224 introduces the Information Technology student to the key concepts and skills of Help Desk operation. Students will study what a Help Desk is, characteristics of its users, common problems, and tools. Students will learn about how a Help Desk fits into an organization’s structure and mission. Students will learn about the protocol and processing of incidents, and the different support levels and methods. Students will learn about knowledge, asset and security management and how important these are to an organization’s integrity. Students will have opportunities to both study and practice Help Desk operations in a controlled setting.",,"IM
IM",,,
ITS 227,"ITS 227 introduces the student to the Internet and its effects on modern society. Students will review its history, concepts, and terminology. Hands-on activities will include how to connect to and navigate the Internet, create World Wide Web pages, and develop World Wide Web sites. A variety of Internet resources will be demonstrated and subsequently explored by students.",,"HCI
SDF
SE
IM
SP
SP
IM",,,
ITS 228,"ITS 228 is an advanced-intermediate course in using the Visual Studio Integrated Development Environment (IDE) to provide viable computing solutions in a business environment. It is assumed that the student is familiar with Visual Studio. Enhanced user interfaces, especially those used in multi-form applications are covered. Also included in this course are the development and processing of XML documents. Object oriented programming concepts regarding inheritance are emphasized and realized through the creation of user defined derived classes that overload and override base classes. Database application development is also a component of this course.",,"SDF
OS",,,
ITS 229AD,"ITS 229AD advances students’ knowledge of database administration. In this class, students will learn how to configure a database server for multilingual applications. They will practice various methods of recovering the database using RMAN and Flashback technology. Database performance monitoring tools will be covered, in addition to the steps to take to resolve common problems and improve performance. Students will also learn how to administer a database efficiently by using database technologies such as the Resource Manager, the Scheduler, Automatic Storage Management (ASM), and VLDB features. They will set up a secure database using Virtual Private Database, and learn how to efficiently move data from database to database.",,IM,,,
ITS 293,"ITS 293 is a cooperative internship education course involving the student and an employer or the college that integrates classroom learning with supervised, structured practical experience. Students’ interests, ITS program content and the availability of jobs are considered when making practicum assignments. It offers the opportunity to develop workplace soft skills as well as technical skills.",,SP,,,
IST 105,"Laboratory course to provide students with proficiency in Windows and the applications ofword processing, spreadsheet, presentation and database management functions. Class exerciseswill focus on business situations and instructional software packages refl ecting current businessusage. The Internet will also be covered, with topics including use of an Internet browser, e-mail,and using the Web. (Three hours lecture/no assigned lab periods – students need to allow time to complete lab assignments during open lab periods.) ** an exemption test is available for this course.",,"IM
IM
HCI
SDF
IM
SP
SP",,,
IST 106,"This course will present students with basic concepts and terminology for computer hardware;software; networks; the Internet; mobile devices such as cell phones, PDAs and laptops. Hands-on exercises will expose students to Microsoft Office applications (Word, Excel, PowerPoint, and Access). Course will explore use of Internet for research and how to evaluate web sources. Students will also learn computational thinking and explore object-oriented programming concepts and techniques as they create movies and interactive games using ALICE software. Ethical issues will be discussed throughout the course.",,"IM
HCI
SDF
IM
SP",,,
IST 181,"Learn functions and major components of systems software, and identify and define the important features of current operating systems. Install an operating system. Use OS for data and file management, backup, hard-drive maintenance functions, etc. Be familiar with general utility programs. Demonstrate familiarity with both stand-alone and network operating systems. Create,use and maintain system configuration. Change configuration parameters to optimize performance. Describe major features and functions of major categories of applications software (word processing, spreadsheet, database, browsers, e-mail, etc.). Use basic features of office productivity software. Demonstrate ability to learn a new feature in software package, and ability to learn a known application (such as word processing) in another vendor’s package. Install and test an application software package.",,"IM
IM
SP
SP",,,
IST 203,"Design and compose computer graphics in the first half of the semester, and then produce and publish those graphics in both print and web formats. Computer animation will also be introduced. Course will focus on theory and technique, using currently popular graphic and publishing software.Prerequisite: IST 105 or IST 106.",,"HCI
IM
SP",,,
IST 205,"This course explores current information management techniques. The system development life cycle is reviewed from initial needs analysis to final testing and implementation. Topics include benefit/cost analysis, data flow diagrams, top-down design, techniques for planning program development (including modular coding, implementation, and maintenance.) Various types of programming will be reviewed, including Third and Fourth Generation Languages, Object-Oriented Programming, and CASE tools.Prerequisites: IST 105 or passing grade on exemption test and BA 101 or relevant business experience (approval of program director)",,"IM
IM
HCI
SDF
OS
SE
IM
SP
SP
IM",,,
IST 206,"Based on the objectives of the International Association of Computer Investigative Specialists (IACIS) certification, this course prepares students to understand computer investigations and current computer forensic tools. Various components of digital investigation and presentation of evidence as an expert witness will be explored. Application of these concepts for network security and control will be explored.Prerequisite: IST 105 or IST 106",,"IM
IM
SP",,,
IST 210,"An introductory contemporary computer programming language course to overview basic structured programming concepts, and provide students with the ability to write simple programs. Course will consist of lectures and hands-on exercises, with projects assigned to be completed using the Manor Student Network. (3 lecture hours, 2 laboratory hours)Prerequisites: IST 106",,"IM
HCI
SDF
IM
SP",,,
IST 211,"Detailed course in problem solving, expanding upon programming language skills acquired in IST 210. This course emphasizes concepts of system design, coding, testing and implementation and introduce object oriented programming concepts. Course will involve extensive coding using structured programming techniques. (3 lecture hours, 2 laboratory hours)Prerequisites: IST 210.",,"IM
HCI
SDF
IM
SP",,,
IST 212,"Visual Basic will be used to create applications for the Windows operating system. Students will learn how to work with pre-built objects, graphics, enter commands, use variables and constants, use programming control structures and work with classes. The course will include an introduction to Active X Data Objects and functions of the Application Programming Interface.(3 lecture hours, 2 laboratory hours)Prerequisites: IST 106.",,"IM
HCI
SDF
SE
IM
SP",,,
IST 215,"Concepts, procedures, design, implementation and management issues of database systems, following database development life cycle. Stresses importance of needs analysis, requirements statement, and testing final product against initial requirements definition. Database management and security issues will be explored. Programming will be based on currently used business application database software, and SQL. Theory will be reinforced with projects to be completed using database software on the Manor Student Network.Prerequisites: IST 105 and IST 205.",,"IM
IM
HCI
SDF
OS
IM
SP
SP
IM",,,
IST 217,"This course introduces students to the fundamentals of World Wide Web home page design using the Hypertext Markup Language (HTML) and a simple HTML editor. Students will gain extensive hands-on experience creating Web pages using HTML tags for links, tables, forms, and incorporating images. Additionally, the course will present an introduction to basic web page scripting and web database interfacing. Web publishing software such as Microsoft Front Page will also be explored. Quality design elements and style will be considered throughout the course.Prerequisite: IST 105 or IST 106.",,"IM
HCI
IM
SP",,,
IST 218,"An overview of computer communications, hardware and software requirements, protocols and applications (including terminal emulation, remote login and file transfer). Explore local area network topologies, installation and administration issues.Prerequisite: IST 105 or IST 106.",,"IM
HCI
NC
OS
SE
IM
SP
SP
IM",,,
IST 219,"Course provides an overview of data structures, including arrays, lists, stacks, queues, classes and trees. Abstract data types (ADTs) are also covered. Other topics included are: recursion, linked-lists, big-O notation, linear and binary searches, hashing and sorting. Prerequisite: IST 210",,"HCI
SDF
IM
SP",,,
IST 299,"Students complete a minimum of 80 hours of computer-related work experience. Job functions can include programming, user support, network support and administration, web site development or other related responsibilities (subject to approval by the program director). Students are responsible for placement search, interviewing, and transportation to and from the work site. Students will be required to keep a journal of their hours, and employer feedback will impact student’s course grade. There will be six (6) sessions with the course instructor to discuss various work-related topics, including appropriate work dress and ethics, working in teams, managing your manager, how to deal with stress, etc.Prerequisite: Students must have successfully completed (C or better) at least nine credits in IST courses.",,"IM
SP
IM",,,
CNSS 105,"This course covers the basic principles of electricity and digital electronics involved in the operation of computers and network systems. Topics include waveform generation and transmission, Boolean Arithmetic, and basic circuit operations. All topics are covered with respect to their effort on modern computer and network systems.",,"IM
OS
IM
SP
SP
IM",,,
CNSS 130,"Employment in information technology, whether in a software or hardware field, requires in-depth knowledge of computers and networks and the vast amount of terminology relating to this area. This course is designed to prepare students very well for both employment and CompTIA network+ certification.",,"IM
HCI
NC
OS
SE
IM
SP
SP
IM",,,
CNSS 150,"This course is an introduction to Personal Computer hardware and software. Using a theoretical and hands-on approach, students will learn the skills needed to install, configure, and service hardware, operating systems, and applications. In addition, students will learn to configure stand alone or networked computers for reliability and security. This course maps to CompTIA A+ objectives.",,"IM
NC
OS
SE
IM
SP
SP
IM",,,
CNSS 220,"This course provides hands-on understanding of how to design network topologies, and install and manage network devices (switch, router, AP) and identify network problems, and troubleshoot. Students will also learn Cisco Command Line interface and terminology. Prerequisite: CNSS-130.",,"IM
IM
HCI
NC
OS
IM
SP
SP
IM",,,
CNSS 230,This course is intended to teach the fundamentals of the Unix operating system to students with little or no prior experience in Unix. It will cover open source topics and tools needed to work effectively in a Unix system environment. Familiarity with computers and with the Windows operating system is required to be successful. This course also covers open source software and Linux distributions. Prerequisites: CNSS-150.,,"IM
IM
HCI
NC
SDF
OS
IM
SP
SP
IM",,,
CNSS 231,"In depth look at Linux, focusing on proper installation, user administration, and system monitoring. This course will be presented (in seat or hybrid online) in a ""hands-on approach."" Students will either install Linux on their own or lab system or use VMWare operating system images to perform work. Labs include user\group management, logging, NFS, SAMBA, RAID, DHCP, IPTABLES, and implementing Security. Prerequisite: CNSS-230.",,"IM
IM
HCI
NC
SDF
OS
IM
SP
SP
IM",,,
CNSS 250,"Course introduces students to Network Administration using the latest Microsoft Network Operating System. Students will load server, configure Active Directory, and use server to perform labs. Course maps directly to Microsoft Certified Technology Specialist (MCTS) and prepares the student for certification. Emphasis on administration of users, group policies, Active Directory design and concepts, and security concepts. Accepted by most universities as CSCI transfer. Prerequisites: CNSS-130 and CNSS-150.",,"IM
IM
HCI
NC
SDF
OS
IM
SP
SP
IM",,,
CNSS 251,"Course focuses on advanced Windows network administration. Course maps directly to Microsoft Certified Systems Administrator and Microsoft Certified Systems Engineer certifications. Emphasis on role of administration of network devices, fault tolerance, Active Directory and DNS troubleshooting. Group Policies, Web Servers, Virtual Private Networking, Interoperability with other NOS' and IP routed networking. Students load and administer Windows servers, workstations, hubs, routers, switches, UPS and security software. Prerequisite: CNSS-250",,"IM
IM
HCI
NC
SDF
OS
SE
IM
SP
SP
IM",,,
CNSS 260,"This course covers the skills needed to protect computer systems, network systems, and information assets (information assurance). Students will apply the latest methods, with a focus on information system security protection. Understanding key elements like the ""Human Firewall"" are explored in depth. Prerequisite: CNSS-220; and Student must pass a criminal background check.",,"IM
IM
NC
SDF
OS
IM
SP
SP
IM",,,
CNSS 272,"Directly related Information Technology work experience designed to provide students with “on-the-job” experience at a business workplace. Outcomes of this experience will include employability skills, interpersonal communication skills, and information technology skills. Prerequisites: Student has taken 24 credits in the CNSS program. Student must pass a criminal background check.",,"IM
NC
OS
SE
IM
SP
SP
IM",,,
CIT 105,"Provides an introduction to the computer and the convergence of technology as used in today’s global environment. Introduces topics including computer hardware and software, file management, the Internet, e-mail, the social web, green computing, security and computer ethics. Presents basic use of application, programming, systems, and utility software.",,"IM
HCI
NC
SDF
OS
SP
SP",,,
CIT 111,"Presents a practical view of computer hardware and client operating systems. Covers computer hardware components; troubleshooting, repair, and maintenance; operating system interfaces and management tools; networking components; computer security; and operational procedures.",,"IM
IM
NC
OS
IM
SP",,,
CIT 120,"Promotes understanding of computer programming and logic by teaching students to “think like a computer”. Covers skills needed to develop and design language-independent solutions to solve computer-related problems. Covers development and design basics including use of variables, control and data structures, and principles of command-line and object-oriented languages.",,"NC
SDF
IM",,,
CIT 149,"Introduces students to fundamental programming concepts using the Java programming language. Topics include data types, control structures, simple data structures, error-handling, object-oriented programming, graphical user interfaces, and modular programming.",,"IM
HCI
SDF
IM",,,
CIT 150,"Provides students with a study of traditional and emerging Internet technologies. Covers topics including Internet fundamentals, Internet applications, Internet delivery systems, and Internet client/server computing. Provides a hands-on experience and some rudimentary programming in an Internet environment.",,"HCI
NC
SDF
OS",,,
CIT 160,"Introduces technical level concepts of non-vendor specific networking including technologies, media, topologies, devices, management tools, and security. Provides the basics of how to manage, maintain, troubleshoot, install, operate, and configure basic network infrastructure.",,"IM
HCI
NC",,,
CIT 170,"Provides an overview of database and database management system concepts, internal design models, normalization, network data models, development tools, and applications.",,"IM
SDF",,,
CIT 180,"Introduces basic computer and network security concepts and methodologies. Covers principles of security; compliance and operational security; threats and vulnerabilities; network security; application, data, and host security; access control and identity management; and cryptography.",,"IM
NC
OS",,,
CIT 291,"Apply acquired techniques, knowledge, and skills to successfully analyze, design, and plan a CIT project. Develop key project management and system analysis deliverables in a portfolio.",,"IM
SDF
SE
IM
SP
IM",,,
CET2472C,"This course provides students with important know- ledge and skills required to implement a defined network architecture with basic network security to configure, maintain,and troubleshoot network devices using appropriate network tools, to understand the features and purpose of network technologies, and to make basic solution recommendations, analyze network traffic, and be familiar with common protocols and media types.",,"IM
HCI
NC
SDF
OS
SE
SP
IM",,,
